1,Tue Aug 02 09:59:26 UTC 2011,actionre_printsubjectComputerBillconditions{:state => 'billed'},true,票据打印,1,1,Tue Aug 02 09:59:26 UTC 2011
2,Tue Aug 02 09:59:26 UTC 2011,"actionupdate_allsubjectComputerBillconditions{:state => ['loaded','billed'],:from_org_id => user.current_ability_org_ids}",true,修改,1,1,Tue Aug 02 09:59:26 UTC 2011
3,Tue Aug 02 09:59:26 UTC 2011,"actiondestroysubjectComputerBillconditions{:state => ['loaded','billed'],:from_org_id => user.current_ability_org_ids}",true,删除,1,1,Tue Aug 02 09:59:26 UTC 2011
4,Tue Aug 02 09:59:26 UTC 2011,actionexportsubjectComputerBillconditions,true,导出,1,1,Tue Aug 02 09:59:26 UTC 2011
5,Tue Aug 02 09:59:26 UTC 2011,actioncreatesubjectComputerBillconditions,true,新建,1,1,Tue Aug 02 09:59:26 UTC 2011
6,Tue Aug 02 09:59:26 UTC 2011,"actionupdate_allsubjectHandBillconditions{:state => ['loaded','billed'],:from_org_id => user.current_ability_org_ids}",true,修改,1,2,Tue Aug 02 09:59:26 UTC 2011
7,Tue Aug 02 09:59:26 UTC 2011,"actiondestroysubjectHandBillconditions{:state => ['loaded','billed'],:from_org_id => user.current_ability_org_ids}",true,删除,1,2,Tue Aug 02 09:59:26 UTC 2011
8,Tue Aug 02 09:59:26 UTC 2011,actionexportsubjectHandBillconditions,true,导出,1,2,Tue Aug 02 09:59:26 UTC 2011
9,Tue Aug 02 09:59:26 UTC 2011,actioncreatesubjectHandBillconditions,true,新建,1,2,Tue Aug 02 09:59:26 UTC 2011
10,Tue Aug 02 09:59:26 UTC 2011,"actionupdate_allsubjectTransitBillconditions{:state => ['loaded','billed'],:from_org_id => user.current_ability_org_ids}",true,修改,1,3,Tue Aug 02 09:59:26 UTC 2011
11,Tue Aug 02 09:59:26 UTC 2011,actionre_printsubjectTransitBillconditions{:state => 'billed'},true,票据打印,1,3,Tue Aug 02 09:59:26 UTC 2011
12,Tue Aug 02 09:59:26 UTC 2011,"actiondestroysubjectTransitBillconditions{:state => ['loaded','billed'],:from_org_id => user.current_ability_org_ids}",true,删除,1,3,Tue Aug 02 09:59:26 UTC 2011
13,Tue Aug 02 09:59:26 UTC 2011,actionexportsubjectTransitBillconditions,true,导出,1,3,Tue Aug 02 09:59:26 UTC 2011
14,Tue Aug 02 09:59:26 UTC 2011,actioncreatesubjectTransitBillconditions,true,新建,1,3,Tue Aug 02 09:59:26 UTC 2011
15,Tue Aug 02 09:59:26 UTC 2011,"actionupdate_allsubjectHandTransitBillconditions{:state => ['loaded','billed'],:from_org_id => user.current_ability_org_ids}",true,修改,1,4,Tue Aug 02 09:59:26 UTC 2011
16,Tue Aug 02 09:59:26 UTC 2011,"actiondestroysubjectHandTransitBillconditions{:state => ['loaded','billed'],:from_org_id => user.current_ability_org_ids}",true,删除,1,4,Tue Aug 02 09:59:26 UTC 2011
17,Tue Aug 02 09:59:27 UTC 2011,actionexportsubjectHandTransitBillconditions,true,导出,1,4,Tue Aug 02 09:59:27 UTC 2011
18,Tue Aug 02 09:59:27 UTC 2011,actioncreatesubjectHandTransitBillconditions,true,新建,1,4,Tue Aug 02 09:59:27 UTC 2011
19,Tue Aug 02 09:59:27 UTC 2011,"actionupdate_allsubjectKidsTransitBillconditions{:state => ['loaded','billed'],:from_org_id => user.current_ability_org_ids}",true,修改,1,5,Tue Aug 02 09:59:27 UTC 2011
20,Tue Aug 02 09:59:27 UTC 2011,"actiondestroysubjectKidsTransitBillconditions{:state => ['loaded','billed'],:from_org_id => user.current_ability_org_ids}",true,删除,1,5,Tue Aug 02 09:59:27 UTC 2011
21,Tue Aug 02 09:59:27 UTC 2011,actionexportsubjectKidsTransitBillconditions,true,导出,1,5,Tue Aug 02 09:59:27 UTC 2011
22,Tue Aug 02 09:59:27 UTC 2011,actioncreatesubjectKidsTransitBillconditions,true,新建,1,5,Tue Aug 02 09:59:27 UTC 2011
23,Tue Aug 02 09:59:27 UTC 2011,actiondestroysubjectLoadListconditions{:from_org_id => user.current_ability_org_ids },true,导出,1,6,Tue Aug 02 09:59:27 UTC 2011
24,Tue Aug 02 09:59:27 UTC 2011,actionexportsubjectLoadListconditions,true,导出,1,6,Tue Aug 02 09:59:27 UTC 2011
25,Tue Aug 02 09:59:27 UTC 2011,actioncreatesubjectLoadListconditions,true,新建,1,6,Tue Aug 02 09:59:27 UTC 2011
26,Tue Aug 02 09:59:27 UTC 2011,actionreadsubjectLoadListconditions{:from_org_id => user.current_ability_org_ids },true,查看,1,6,Tue Aug 02 09:59:27 UTC 2011
27,Tue Aug 02 09:59:27 UTC 2011,"actionshipsubjectLoadListconditions{:from_org_id => user.current_ability_org_ids,:state => 'loaded'}",true,发车,1,6,Tue Aug 02 09:59:27 UTC 2011
28,Tue Aug 02 09:59:27 UTC 2011,"actionreachsubjectLoadListconditions{:state => 'shipped',:to_org_id => user.current_ability_org_ids}",true,到货确认,1,7,Tue Aug 02 09:59:27 UTC 2011
29,Tue Aug 02 09:59:27 UTC 2011,actionexportsubjectLoadListconditions,true,导出,1,7,Tue Aug 02 09:59:27 UTC 2011
30,Tue Aug 02 09:59:27 UTC 2011,"actionread_arrivesubjectLoadListconditions{:state => ['shipped','reached'],:to_org_id => user.current_ability_org_ids}",true,查看,1,7,Tue Aug 02 09:59:27 UTC 2011
31,Tue Aug 02 09:59:27 UTC 2011,actionexportsubjectDistributionListconditions,true,导出,1,8,Tue Aug 02 09:59:27 UTC 2011
32,Tue Aug 02 09:59:27 UTC 2011,actioncreatesubjectDistributionListconditions,true,新建,1,8,Tue Aug 02 09:59:27 UTC 2011
33,Tue Aug 02 09:59:27 UTC 2011,actionreadsubjectDistributionListconditions{:org_id => user.current_ability_org_ids},true,查看,1,8,Tue Aug 02 09:59:27 UTC 2011
34,Tue Aug 02 09:59:27 UTC 2011,actionexportsubjectTransitInfoconditions,true,导出,1,9,Tue Aug 02 09:59:27 UTC 2011
35,Tue Aug 02 09:59:27 UTC 2011,actioncreatesubjectTransitInfoconditions,true,新建,1,9,Tue Aug 02 09:59:27 UTC 2011
36,Tue Aug 02 09:59:27 UTC 2011,actionreadsubjectTransitInfoconditions{:org_id => user.current_ability_org_ids},true,查看,1,9,Tue Aug 02 09:59:27 UTC 2011
37,Tue Aug 02 09:59:28 UTC 2011,actionbatch_deliversubjectDeliverInfoconditions,true,批量提货,1,10,Tue Aug 02 09:59:28 UTC 2011
38,Tue Aug 02 09:59:28 UTC 2011,actionprintsubjectDeliverInfoconditions,true,仅打印提货单,1,10,Tue Aug 02 09:59:28 UTC 2011
39,Tue Aug 02 09:59:28 UTC 2011,actionprint_deliversubjectDeliverInfoconditions,true,打印提货,1,10,Tue Aug 02 09:59:28 UTC 2011
40,Tue Aug 02 09:59:28 UTC 2011,actionexportsubjectDeliverInfoconditions,true,导出,1,10,Tue Aug 02 09:59:28 UTC 2011
41,Tue Aug 02 09:59:28 UTC 2011,actioncreatesubjectDeliverInfoconditions,true,新建,1,10,Tue Aug 02 09:59:28 UTC 2011
42,Tue Aug 02 09:59:28 UTC 2011,actionreadsubjectDeliverInfoconditions{:org_id => user.current_ability_org_ids },true,查看,1,10,Tue Aug 02 09:59:28 UTC 2011
43,Tue Aug 02 09:59:28 UTC 2011,actionexportsubjectTransitDeliverInfoconditions,true,导出,1,11,Tue Aug 02 09:59:28 UTC 2011
44,Tue Aug 02 09:59:28 UTC 2011,actioncreatesubjectTransitDeliverInfoconditions,true,新建,1,11,Tue Aug 02 09:59:28 UTC 2011
