1,Tue Aug 02 09:59:53 UTC 2011,true,5,Tue Aug 02 09:59:53 UTC 2011,1
2,Tue Aug 02 09:59:53 UTC 2011,true,3,Tue Aug 02 09:59:53 UTC 2011,1
3,Tue Aug 02 09:59:53 UTC 2011,true,2,Tue Aug 02 09:59:53 UTC 2011,1
4,Tue Aug 02 09:59:53 UTC 2011,true,6,Tue Aug 02 09:59:53 UTC 2011,1
5,Tue Aug 02 09:59:53 UTC 2011,true,7,Tue Aug 02 09:59:53 UTC 2011,1
6,Tue Aug 02 09:59:53 UTC 2011,true,1,Tue Aug 02 09:59:53 UTC 2011,1
7,Tue Aug 02 09:59:53 UTC 2011,true,4,Tue Aug 02 09:59:53 UTC 2011,1
8,Tue Aug 02 09:59:54 UTC 2011,true,2,Tue Aug 02 09:59:54 UTC 2011,2
9,Tue Aug 02 09:59:54 UTC 2011,true,3,Tue Aug 02 09:59:54 UTC 2011,3
10,Tue Aug 02 09:59:54 UTC 2011,true,4,Tue Aug 02 09:59:54 UTC 2011,4
11,Tue Aug 02 09:59:54 UTC 2011,true,5,Tue Aug 02 09:59:54 UTC 2011,5
12,Tue Aug 02 09:59:54 UTC 2011,true,6,Tue Aug 02 09:59:54 UTC 2011,6
13,Tue Aug 02 09:59:54 UTC 2011,true,7,Tue Aug 02 09:59:54 UTC 2011,7
